"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"2A43F4MCPBKPWGYC","JRTCKXETXF","2A43F4MCPBKPWGYC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Ireland) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EU-APS3-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-west-1",,,"Amazon Simple Storage Service","ap-south-1"
"2A5YNYA7BQKETCJJ","JRTCKXETXF","2A5YNYA7BQKETCJJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","Asia Pacific (Hyderabad)","AWS Region",,,,,,"S3-API-SIA-Tier1","PUT/COPY/POST or LIST requests to Standard-Infrequent Access",,,,,,"APS5-Requests-SIA-Tier1","",,,,"ap-south-2","Amazon Simple Storage Service",
"2A8VG9ZDX59B5E3N","JRTCKXETXF","2A8VG9ZDX59B5E3N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Africa (Cape Town)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","AFS1-APE1-S3RTC-Out-Bytes","",,"af-south-1",,,"Amazon Simple Storage Service","ap-east-1"
"2AENCTMRT6ZYDQVE","JRTCKXETXF","2AENCTMRT6ZYDQVE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,,,"S3-API-ZIA-Retrieval","Object Retrieval in One Zone-Infrequent Access",,,,,,"APN3-Retrieval-ZIA","",,,,"ap-northeast-3","Amazon Simple Storage Service",
"2AKG55U26MNN2AUM","JRTCKXETXF","2AKG55U26MNN2AUM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Tokyo)","AWS Region","SAE1-APN1-S3RTC-Out-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service","ap-northeast-1"
"2B7XCP742QU5WX8W","JRTCKXETXF","2B7XCP742QU5WX8W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB-Month of storage used in Intelligent-Tiering, Archive Instant Access tier","2023-07-01","0","Inf","GB-Mo","0.0050000000","USD","Storage","AmazonS3","Africa (Cape Town)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Archive Instant Access",,,,,,,,,,"AFS1-TimedStorage-INT-AIA-ByteHrs","","N/A",,,"af-south-1","Amazon Simple Storage Service",
"2BJJWK3WAJ5SFYTP","JRTCKXETXF","2BJJWK3WAJ5SFYTP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB for Bulk-Retrieval-Bytes:DeepArchiveRestoreObject in Spain","2023-07-01","0","Inf","GB","0.0050000000","USD",,"AmazonS3","Europe (Spain)","AWS Region",,,,"S3-Bulk-Retrieval","Fee for Bulk Retrieval of data stored from Glacier Deep Archive",,,,,,,,"EUS2-Bulk-Retrieval-Bytes","DeepArchiveRestoreObject",,,,"eu-south-2","Amazon Simple Storage Service",
"2C2GHY24PE5QJDFC","JRTCKXETXF","2C2GHY24PE5QJDFC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - for bytes returned by S3 Select in Standard-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","AWS GovCloud (US-West)","AWS Region",,,,,,"S3-API-SIA-Select-Returned","Data Returned by S3 Select in Standard-Infrequent Access",,,,,,"UGW1-Select-Returned-SIA-Bytes","",,,,"us-gov-west-1","Amazon Simple Storage Service",
"2C7JEQ54QWYYWGZ6","JRTCKXETXF","2C7JEQ54QWYYWGZ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","US East (N. Virginia)","AWS Region",,,,,,"S3-API-ZIA-Retrieval","Object Retrieval in One Zone-Infrequent Access",,,,,,"Retrieval-ZIA","",,,,"us-east-1","Amazon Simple Storage Service",
"2CTSJU5K622RYWC8","JRTCKXETXF","2CTSJU5K622RYWC8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - for bytes returned by S3 Select in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Middle East (UAE)","AWS Region",,,,,,"S3-API-ZIA-Select-Returned","Data Returned by S3 Select in One Zone-Infrequent Access",,,,,,"MEC1-Select-Returned-ZIA-Bytes","",,,,"me-central-1","Amazon Simple Storage Service",
"2CWV7KTUGADCACBR","JRTCKXETXF","2CWV7KTUGADCACBR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 10,000 GET and all other requests  to One Zone-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000010000","USD","API Request","AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-ZIA-Tier2","GET and all other requests to One Zone-Infrequent Access",,,,,,"EUW3-Requests-ZIA-Tier2","",,,,"eu-west-3","Amazon Simple Storage Service",
"2DNH6ERKSRPQYXZ9","JRTCKXETXF","2DNH6ERKSRPQYXZ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Australia (Sydney) InterRegion Outbound Base Data Transfer for MRAP to EU (London)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","EU (London)","AWS Region","APS2-EUW2-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-southeast-2",,,"Amazon Simple Storage Service","eu-west-2"
"2DPTFMBV8HSBNCTE","JRTCKXETXF","2DPTFMBV8HSBNCTE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (Ohio) Data Transfer for Replication Time Control to EU (Ireland)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (Ohio)","AWS Region","EU (Ireland)","AWS Region","USE2-EU-S3RTC-Out-Bytes","",,"us-east-2",,,"Amazon Simple Storage Service","eu-west-1"
"2DU468SJ5C7FGNFV","JRTCKXETXF","2DU468SJ5C7FGNFV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06 per GB - Asia Pacific Data Transfer for Multi Region Access Points to Europe","2023-07-01","0","Inf","GB","0.0600000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Outbound","AP","AWS Region","EU","AWS Region","EU-AP-MRAP-Out-Bytes","",,"",,,"Amazon Simple Storage Service",""
"2DVBV44E7WCH2PJC","JRTCKXETXF","2DVBV44E7WCH2PJC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB - North America Data Transfer for Multi Region Access Points to North America","2023-07-01","0","Inf","GB","0.0050000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Outbound","NA","AWS Region","NA","AWS Region","NA-NA-MRAP-Out-Bytes","",,"",,,"Amazon Simple Storage Service",""
"2E65EY3UAZZS86FM","JRTCKXETXF","2E65EY3UAZZS86FM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0055 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering","2023-07-01","0","Inf","Requests","0.0000055000","USD",,"AmazonS3","Canada (Central)","AWS Region",,,,,,"S3-API-INT-Tier1","PUT/COPY/POST or LIST requests to Intelligent-Tiering",,,,,,"CAN1-Requests-INT-Tier1","",,,,"ca-central-1","Amazon Simple Storage Service",
"2ED6JM23Q3K7JNFN","JRTCKXETXF","2ED6JM23Q3K7JNFN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00198 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:IntelligentTieringDAAStorage in Europe (Zurich)","2023-07-01","0","Inf","GB-Mo","0.0019800000","USD","Storage","AmazonS3","Europe (Zurich)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringDeepArchiveAccess",,,,,,,,,,"EUC2-TimedStorage-INT-DAA-ByteHrs","","N/A",,,"eu-central-2","Amazon Simple Storage Service",
"2EJPG5476HSDGSW6","JRTCKXETXF","2EJPG5476HSDGSW6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to Europe (Spain)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","Europe (Spain)","AWS Region","SAE1-EUS2-S3RTC-In-Bytes","",,"sa-east-1",,,"Amazon Simple Storage Service","eu-south-2"
"2EP7NANH5XD9T6EB","JRTCKXETXF","2EP7NANH5XD9T6EB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Frankfurt) InterRegion Outbound Base Data Transfer for MRAP to EU (Paris)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","EU (Paris)","AWS Region","EUC1-EUW3-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-central-1",,,"Amazon Simple Storage Service","eu-west-3"
"2EYGY6USDPFA44K4","JRTCKXETXF","2EYGY6USDPFA44K4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier","2023-07-01","0","Inf","GB-Mo","0.0125000000","USD","Storage","AmazonS3","EU (Stockholm)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Infrequent Access",,,,,,,,,,"EUN1-TimedStorage-INT-IA-ByteHrs","","N/A",,,"eu-north-1","Amazon Simple Storage Service",
"2FDEE45TG2A58ZDE","JRTCKXETXF","2FDEE45TG2A58ZDE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00099 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in US West (Oregon)","2023-07-01","0","Inf","Gigabyte Month","0.0009900000","USD","Storage","AmazonS3","US West (Oregon)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering",,,,,,,,,,"USW2-TimedStorage-INT-DAA-ByteHrs","INTDAAObjectOverhead","N/A",,,"us-west-2","Amazon Simple Storage Service",
"2FEUJDJPQCA2CZXR","JRTCKXETXF","2FEUJDJPQCA2CZXR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - Expedited Select Data Returned Bytes","2023-07-01","0","Inf","GB","0.0300000000","USD","Fee","AmazonS3","US East (Ohio)","AWS Region",,,,"S3-Expedited-Select-Returned","Fee for Select Data Returned using Expedited tier",,,,,,,,"USE2-Exp-Select-Returned-Bytes","",,,,"us-east-2","Amazon Simple Storage Service",
"2FHC8HHX9ZDBYTHM","JRTCKXETXF","2FHC8HHX9ZDBYTHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB  - Middle East (UAE) Data Transfer for Replication Time Control to Asia Pacific (Jakarta)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Middle East (UAE)","AWS Region","Asia Pacific (Jakarta)","AWS Region","MEC1-APS4-S3RTC-Out-Bytes","",,"me-central-1",,,"Amazon Simple Storage Service","ap-southeast-3"
"2FZQRMHMEG9BJAS3","JRTCKXETXF","2FZQRMHMEG9BJAS3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 PUT, COPY, POST or LIST requests to One Zone-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","EU (Ireland)","AWS Region",,,,,,"S3-API-ZIA-Tier1","PUT/COPY/POST or LIST requests to One Zone-Infrequent Access",,,,,,"EU-Requests-ZIA-Tier1","",,,,"eu-west-1","Amazon Simple Storage Service",
"2GARVFNTQV7RBJA9","JRTCKXETXF","2GARVFNTQV7RBJA9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per Requests for Requests-INT-AA-Tier3:RestoreObject in US East (Ohio)","2023-07-01","0","Inf","Requests","0.0000000000","USD",,"AmazonS3","US East (Ohio)","AWS Region",,,,,,"S3-API-INT-AA-TIER3","Standard INT Restore Requests",,,,,,"USE2-Requests-INT-AA-Tier3","RestoreObject",,,,"us-east-2","Amazon Simple Storage Service",
"2GDDR758HNN5TWYD","JRTCKXETXF","2GDDR758HNN5TWYD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.5 per Requests for Requests-INT-AA-Tier6:RestoreObjectExpedited in EU (Paris)","2023-07-01","0","Inf","Requests","10.5000000000","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-INT-AA-TIER6","Expedited INT Restore Requests",,,,,,"EUW3-Requests-INT-AA-Tier6","RestoreObjectExpedited",,,,"eu-west-3","Amazon Simple Storage Service",
"2HQ8ZR739HND9UN9","JRTCKXETXF","2HQ8ZR739HND9UN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per 1,000 - Bulk Glacier requests","2023-07-01","0","Inf","Requests","0.0000000000","USD","API Request","AmazonS3","Middle East (Bahrain)","AWS Region",,,,,,"S3-API-Tier5","Bulk Glacier Restore Requests",,,,,,"MES1-Requests-Tier5","",,,,"me-south-1","Amazon Simple Storage Service",
"2HWSEGVJ5CYJ7KPT","JRTCKXETXF","2HWSEGVJ5CYJ7KPT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Europe (Spain) Data Transfer for Replication Time Control to EU (London)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Europe (Spain)","AWS Region","EU (London)","AWS Region","EUS2-EUW2-S3RTC-Out-Bytes","",,"eu-south-2",,,"Amazon Simple Storage Service","eu-west-2"
"2HWVKPPK8XE9C4KF","JRTCKXETXF","2HWVKPPK8XE9C4KF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per Jobs for BatchOperations-Jobs in Cape Town","2023-07-01","0","Inf","Jobs","0.2500000000","USD",,"AmazonS3","Africa (Cape Town)","AWS Region",,,,"S3-BatchOperations-Jobs","Per job fee for Batch Operations jobs",,,,,,,,"AFS1-BatchOperations-Jobs","",,,,"af-south-1","Amazon Simple Storage Service",
"2JCA8MTGG476SM9K","JRTCKXETXF","2JCA8MTGG476SM9K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Paris) InterRegion Inbound Base Data Transfer for MRAP to South America (Sao Paulo)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Paris)","AWS Region","South America (Sao Paulo)","AWS Region","SAE1-EUW3-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-west-3",,,"Amazon Simple Storage Service","sa-east-1"
"2JKRWEVH8B8XCZPP","JRTCKXETXF","2JKRWEVH8B8XCZPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB-Month of storage used in Intelligent-Tiering, Archive Instant Access tier","2023-07-01","0","Inf","GB-Mo","0.0050000000","USD","Storage","AmazonS3","US West (N. California)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Archive Instant Access",,,,,,,,,,"USW1-TimedStorage-INT-AIA-ByteHrs","","N/A",,,"us-west-1","Amazon Simple Storage Service",
"2JXTTAHV78UFVRKN","JRTCKXETXF","2JXTTAHV78UFVRKN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Frankfurt) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Seoul)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN2-EUC1-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-central-1",,,"Amazon Simple Storage Service","ap-northeast-2"
"2K82FRS6JKCUCB8G","JRTCKXETXF","2K82FRS6JKCUCB8G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0012 per GB - Bulk Select Data Scanned Bytes","2023-07-01","0","Inf","GB","0.0012000000","USD","Fee","AmazonS3","Asia Pacific (Singapore)","AWS Region",,,,"S3-Bulk-Select-Scanned","Fee for Select Data Scanned using Bulk tier",,,,,,,,"APS1-Bulk-Select-Scanned-Bytes","",,,,"ap-southeast-1","Amazon Simple Storage Service",
"2K8CRHJRH7PUP8Q8","JRTCKXETXF","2K8CRHJRH7PUP8Q8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in Asia Pacific (Tokyo)","2023-07-01","0","Inf","Gigabyte Month","0.0020000000","USD","Storage","AmazonS3","Asia Pacific (Tokyo)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering",,,,,,,,,,"APN1-TimedStorage-INT-DAA-ByteHrs","INTDAAObjectOverhead","N/A",,,"ap-northeast-1","Amazon Simple Storage Service",
"2KJDWW2E3QJJGZ5V","JRTCKXETXF","2KJDWW2E3QJJGZ5V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - South America (Sao Paulo) InterRegion Outbound Base Data Transfer for MRAP to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","EU (Stockholm)","AWS Region","SAE1-EUN1-MRAP-Out-Bytes","MRAP-Dtransfer",,"sa-east-1",,,"Amazon Simple Storage Service","eu-north-1"
"2KT5Y5V6DGB6QW6V","JRTCKXETXF","2KT5Y5V6DGB6QW6V.JRTCKXETXF.E4EFPBSQ6U","OnDemand","$0.20 per MM objects per monthfor the first 25B objects for Storage Lens to Asia Pacific (Seoul)","2023-07-01","0","25000000000","Objects","0.0000002000","USD","Fee","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,"S3-StorageLens","Per object fee for objects included in Storage Lens",,,,,,,,"APN2-StorageLens-ObjCount","StorageLens",,,,"ap-northeast-2","Amazon Simple Storage Service",
"2KT5Y5V6DGB6QW6V","JRTCKXETXF","2KT5Y5V6DGB6QW6V.JRTCKXETXF.VZVC66HZSM","OnDemand","$0.16 per MM objects per month for 25B to 100B objects for Storage Lens to Asia Pacific (Seoul)","2023-07-01","25000000000","100000000000","Objects","0.0000001600","USD","Fee","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,"S3-StorageLens","Per object fee for objects included in Storage Lens",,,,,,,,"APN2-StorageLens-ObjCount","StorageLens",,,,"ap-northeast-2","Amazon Simple Storage Service",
"2KT5Y5V6DGB6QW6V","JRTCKXETXF","2KT5Y5V6DGB6QW6V.JRTCKXETXF.WQM8VUGNUA","OnDemand","$0.12 per MM objects per month for 100B+ objects for Storage Lens to Asia Pacific (Seoul)","2023-07-01","100000000000","Inf","Objects","0.0000001200","USD","Fee","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,"S3-StorageLens","Per object fee for objects included in Storage Lens",,,,,,,,"APN2-StorageLens-ObjCount","StorageLens",,,,"ap-northeast-2","Amazon Simple Storage Service",
"2KU85NYSSUF5YH49","JRTCKXETXF","2KU85NYSSUF5YH49.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Osaka)","AWS Region","EUC1-APN3-S3RTC-Out-Bytes","",,"eu-central-1",,,"Amazon Simple Storage Service","ap-northeast-3"
"2M6AUH7ET37B5AEU","JRTCKXETXF","2M6AUH7ET37B5AEU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01104 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0110400000","USD","Fee","AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"MES1-TimedStorage-ZIA-SmObjects","",,,,"me-south-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.6YNURZBX9Y","OnDemand","$0.0240 per GB - first 1 TB / month of storage used - Reduced Redundancy Storage","2023-07-01","0","1024","GB-Mo","0.0240000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.QUZRP4P8Y4","OnDemand","$0.0236 per GB - next 49 TB / month of storage used - Reduced Redundancy Storage","2023-07-01","1024","51200","GB-Mo","0.0236000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.0232 per GB - next 450 TB / month of storage used - Reduced Redundancy Storage","2023-07-01","51200","512000","GB-Mo","0.0232000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.YJ98HAVVPP","OnDemand","$0.0228 per GB - next 500 TB / month of storage used - Reduced Redundancy Storage","2023-07-01","512000","1024000","GB-Mo","0.0228000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.J25EHUHHDK","OnDemand","$0.0224 per GB - next 4000 TB / month of storage used - Reduced Redundancy Storage","2023-07-01","1024000","5120000","GB-Mo","0.0224000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2M7QTWC3ZQPKXMXZ","JRTCKXETXF","2M7QTWC3ZQPKXMXZ.JRTCKXETXF.JR3K5QW8G3","OnDemand","$0.0220 per GB - storage used /  month over 5000 TB - Reduced Redundancy Storage","2023-07-01","5120000","Inf","GB-Mo","0.0220000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"EU-TimedStorage-RRS-ByteHrs","","99.99%",,,"eu-west-1","Amazon Simple Storage Service",
"2MAETMSYKNQVXDPN","JRTCKXETXF","2MAETMSYKNQVXDPN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB Bulk retrieval fee from Glacier Deep Archive in Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0050000000","USD",,"AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,"S3-Bulk-Retrieval","Fee for Bulk Retrieval of data stored from Glacier Deep Archive",,,,,,,,"APS3-Bulk-Retrieval-Bytes","DeepArchiveRestoreObject",,,,"ap-south-1","Amazon Simple Storage Service",
"2MRRM4BTUC5TW34J","JRTCKXETXF","2MRRM4BTUC5TW34J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","EU (Frankfurt)","AWS Region","APS1-EUC1-S3RTC-Out-Bytes","",,"ap-southeast-1",,,"Amazon Simple Storage Service","eu-central-1"
"2MV5B44MNQFXKM8V","JRTCKXETXF","2MV5B44MNQFXKM8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for S3-DT-InterRegion Outbound","2023-07-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","Amazon CloudFront","AWS Edge Location","APN2-CloudFront-Out-Bytes","",,"ap-northeast-2",,,"Amazon Simple Storage Service",""
"2N957TSCD47BEAFZ","JRTCKXETXF","2N957TSCD47BEAFZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.053 per 1,000 Glacier Requests","2023-07-01","0","Inf","Requests","0.0000530000","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-Tier3","Restore Object",,,,,,"EUW3-Requests-Tier3","RestoreObject",,,,"eu-west-3","Amazon Simple Storage Service",
"2NA2SPVQ2DZWUK6F","JRTCKXETXF","2NA2SPVQ2DZWUK6F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0056 per 10,000 GET and all other requests from Glacier","2023-07-01","0","Inf","Requests","0.0000005600","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,,,"S3-API-GDA-Tier2","GET and all other requests to GDA",,,,,,"SAE1-Requests-GDA-Tier2","",,,,"sa-east-1","Amazon Simple Storage Service",
"2NBQXS9U666QXB6T","JRTCKXETXF","2NBQXS9U666QXB6T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.033 per GB - Expedited Select Data Returned Bytes","2023-07-01","0","Inf","GB","0.0330000000","USD","Fee","AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3-Expedited-Select-Returned","Fee for Select Data Returned using Expedited tier",,,,,,,,"MES1-Exp-Select-Returned-Bytes","",,,,"me-south-1","Amazon Simple Storage Service",
